Date,Close,High,Low,Open,Volume
2025-03-03 11:50:00+05:30,22015.80078125,22035.349609375,22014.5,22032.0,0
2025-03-03 11:55:00+05:30,22012.400390625,22025.849609375,22011.349609375,22015.25,0
2025-03-03 12:00:00+05:30,22026.0,22026.69921875,22006.69921875,22012.80078125,0
2025-03-03 12:05:00+05:30,22033.099609375,22042.599609375,22018.30078125,22025.05078125,0
2025-03-03 12:10:00+05:30,22054.349609375,22055.849609375,22024.44921875,22033.5,0
2025-03-03 12:15:00+05:30,22060.5,22072.30078125,22037.099609375,22054.75,0
2025-03-03 12:20:00+05:30,22078.05078125,22086.5,22057.0,22060.650390625,0
2025-03-03 12:25:00+05:30,22073.30078125,22083.349609375,22064.0,22076.75,0
2025-03-03 12:30:00+05:30,22103.900390625,22103.900390625,22070.849609375,22071.69921875,0
2025-03-03 12:35:00+05:30,22092.900390625,22110.94921875,22080.30078125,22103.69921875,0
2025-03-03 12:40:00+05:30,22105.69921875,22110.150390625,22088.150390625,22092.349609375,0
2025-03-03 12:45:00+05:30,22152.05078125,22152.69921875,22105.44921875,22105.44921875,0
2025-03-03 12:50:00+05:30,22127.400390625,22154.150390625,22111.30078125,22151.900390625,0
2025-03-03 12:55:00+05:30,22114.75,22133.25,22108.650390625,22126.900390625,0
2025-03-03 13:00:00+05:30,22120.05078125,22124.099609375,22105.0,22113.75,0
2025-03-03 13:05:00+05:30,22140.19921875,22140.19921875,22117.75,22119.150390625,0
2025-03-03 13:10:00+05:30,22155.05078125,22155.05078125,22135.30078125,22140.75,0
2025-03-03 13:15:00+05:30,22151.599609375,22174.150390625,22148.55078125,22154.80078125,0
2025-03-03 13:20:00+05:30,22140.599609375,22153.44921875,22128.80078125,22150.400390625,0
2025-03-03 13:25:00+05:30,22116.69921875,22144.94921875,22110.400390625,22140.400390625,0
2025-03-03 13:30:00+05:30,22107.849609375,22126.30078125,22092.44921875,22117.150390625,0
2025-03-03 13:35:00+05:30,22115.900390625,22124.5,22107.5,22109.44921875,0
2025-03-03 13:40:00+05:30,22118.150390625,22125.55078125,22107.75,22118.5,0
2025-03-03 13:45:00+05:30,22128.75,22134.900390625,22117.599609375,22119.099609375,0
2025-03-03 13:50:00+05:30,22132.19921875,22149.75,22128.849609375,22131.19921875,0
2025-03-03 13:55:00+05:30,22099.0,22135.69921875,22098.599609375,22134.349609375,0
2025-03-03 14:00:00+05:30,22113.55078125,22117.44921875,22094.19921875,22100.19921875,0
2025-03-03 14:05:00+05:30,22083.55078125,22119.19921875,22071.900390625,22117.400390625,0
2025-03-03 14:10:00+05:30,22122.150390625,22128.5,22081.19921875,22081.19921875,0
2025-03-03 14:15:00+05:30,22105.05078125,22125.94921875,22092.30078125,22120.849609375,0
2025-03-03 14:20:00+05:30,22130.349609375,22139.599609375,22104.0,22104.0,0
2025-03-03 14:25:00+05:30,22148.69921875,22153.55078125,22126.30078125,22131.80078125,0
2025-03-03 14:30:00+05:30,22129.44921875,22150.80078125,22126.19921875,22146.94921875,0
2025-03-03 14:35:00+05:30,22127.94921875,22142.400390625,22120.400390625,22132.30078125,0
2025-03-03 14:40:00+05:30,22139.5,22142.849609375,22126.69921875,22129.94921875,0
2025-03-03 14:45:00+05:30,22114.599609375,22144.75,22112.349609375,22138.650390625,0
2025-03-03 14:50:00+05:30,22131.69921875,22132.80078125,22114.75,22114.75,0
2025-03-03 14:55:00+05:30,22128.75,22136.900390625,22115.0,22135.650390625,0
2025-03-03 15:00:00+05:30,22111.099609375,22130.900390625,22099.19921875,22130.900390625,0
2025-03-03 15:05:00+05:30,22116.900390625,22124.69921875,22110.5,22110.80078125,0
2025-03-03 15:10:00+05:30,22117.599609375,22124.69921875,22112.75,22115.94921875,0
2025-03-03 15:15:00+05:30,22118.94921875,22120.599609375,22110.099609375,22117.25,0
2025-03-03 15:20:00+05:30,22125.5,22129.349609375,22111.900390625,22119.349609375,0
2025-03-03 15:25:00+05:30,22142.5,22146.55078125,22120.80078125,22126.25,0
2025-03-04 09:15:00+05:30,21985.400390625,22011.44921875,21965.849609375,21982.19921875,0
2025-03-04 09:20:00+05:30,22040.05078125,22049.25,21984.25,21985.150390625,0
2025-03-04 09:25:00+05:30,22001.599609375,22040.94921875,21989.150390625,22040.94921875,0
2025-03-04 09:30:00+05:30,22023.599609375,22029.55078125,21991.599609375,21999.5,0
2025-03-04 09:35:00+05:30,22047.75,22050.75,22012.55078125,22023.94921875,0
2025-03-04 09:40:00+05:30,22041.400390625,22068.75,22036.80078125,22047.5,0
2025-03-04 09:45:00+05:30,22058.5,22058.5,22013.599609375,22039.19921875,0
2025-03-04 09:50:00+05:30,22066.349609375,22067.44921875,22046.30078125,22058.25,0
2025-03-04 09:55:00+05:30,22058.599609375,22071.5,22047.80078125,22066.849609375,0
2025-03-04 10:00:00+05:30,22077.599609375,22090.94921875,22055.80078125,22059.400390625,0
2025-03-04 10:05:00+05:30,22039.44921875,22078.94921875,22038.650390625,22077.69921875,0
2025-03-04 10:10:00+05:30,22049.94921875,22050.25,22032.099609375,22038.349609375,0
2025-03-04 10:15:00+05:30,22066.5,22069.150390625,22049.25,22049.25,0
2025-03-04 10:20:00+05:30,22074.349609375,22076.849609375,22063.349609375,22066.150390625,0
2025-03-04 10:25:00+05:30,22059.5,22074.400390625,22051.349609375,22073.400390625,0
2025-03-04 10:30:00+05:30,22072.5,22077.19921875,22048.150390625,22059.099609375,0
2025-03-04 10:35:00+05:30,22062.44921875,22076.05078125,22061.30078125,22073.5,0
2025-03-04 10:40:00+05:30,22052.650390625,22069.849609375,22048.599609375,22062.5,0
2025-03-04 10:45:00+05:30,22070.19921875,22076.0,22051.30078125,22052.900390625,0
2025-03-04 10:50:00+05:30,22075.94921875,22080.0,22065.05078125,22070.0,0
2025-03-04 10:55:00+05:30,22082.30078125,22089.400390625,22071.650390625,22077.099609375,0
2025-03-04 11:00:00+05:30,22095.30078125,22095.30078125,22072.400390625,22082.650390625,0
2025-03-04 11:05:00+05:30,22084.650390625,22104.19921875,22080.5,22095.400390625,0
2025-03-04 11:10:00+05:30,22083.69921875,22091.0,22077.849609375,22084.55078125,0
2025-03-04 11:15:00+05:30,22069.150390625,22086.19921875,22063.19921875,22083.099609375,0
2025-03-04 11:20:00+05:30,22070.599609375,22079.0,22067.19921875,22069.5,0
2025-03-04 11:25:00+05:30,22069.5,22076.849609375,22067.80078125,22071.0,0
2025-03-04 11:30:00+05:30,22080.30078125,22083.400390625,22068.349609375,22069.80078125,0
2025-03-04 11:35:00+05:30,22077.900390625,22086.349609375,22076.05078125,22079.849609375,0
2025-03-04 11:40:00+05:30,22070.19921875,22078.19921875,22069.0,22078.099609375,0
2025-03-04 11:45:00+05:30,22054.80078125,22069.44921875,22048.80078125,22069.400390625,0
2025-03-04 11:50:00+05:30,22065.650390625,22067.900390625,22054.05078125,22055.19921875,0
2025-03-04 11:55:00+05:30,22072.099609375,22073.349609375,22065.19921875,22066.44921875,0
2025-03-04 12:00:00+05:30,22063.69921875,22074.5,22055.5,22072.25,0
2025-03-04 12:05:00+05:30,22057.94921875,22063.900390625,22047.94921875,22063.900390625,0
2025-03-04 12:10:00+05:30,22058.0,22062.349609375,22055.55078125,22057.69921875,0
2025-03-04 12:15:00+05:30,22064.05078125,22065.30078125,22049.650390625,22058.19921875,0
2025-03-04 12:20:00+05:30,22065.30078125,22074.75,22061.44921875,22063.849609375,0
2025-03-04 12:25:00+05:30,22068.650390625,22075.349609375,22064.900390625,22065.349609375,0
2025-03-04 12:30:00+05:30,22070.0,22074.099609375,22064.099609375,22068.099609375,0
2025-03-04 12:35:00+05:30,22069.0,22074.650390625,22067.30078125,22069.94921875,0
2025-03-04 12:40:00+05:30,22064.25,22074.44921875,22063.94921875,22069.69921875,0
2025-03-04 12:45:00+05:30,22059.80078125,22073.30078125,22055.900390625,22064.0,0
2025-03-04 12:50:00+05:30,22056.55078125,22062.94921875,22052.44921875,22059.900390625,0
2025-03-04 12:55:00+05:30,22052.849609375,22061.400390625,22049.0,22057.25,0
2025-03-04 13:00:00+05:30,22040.5,22057.0,22040.0,22055.650390625,0
2025-03-04 13:05:00+05:30,22052.94921875,22053.75,22035.05078125,22040.25,0
2025-03-04 13:10:00+05:30,22056.349609375,22057.599609375,22047.69921875,22053.05078125,0
2025-03-04 13:15:00+05:30,22065.44921875,22067.0,22052.69921875,22056.599609375,0
2025-03-04 13:20:00+05:30,22062.5,22068.75,22057.80078125,22065.94921875,0
2025-03-04 13:25:00+05:30,22050.55078125,22068.05078125,22046.099609375,22062.849609375,0
2025-03-04 13:30:00+05:30,22053.19921875,22058.80078125,22046.849609375,22051.599609375,0
2025-03-04 13:35:00+05:30,22044.349609375,22059.400390625,22040.80078125,22053.099609375,0
2025-03-04 13:40:00+05:30,22058.650390625,22059.94921875,22039.599609375,22044.44921875,0
2025-03-04 13:45:00+05:30,22053.25,22058.75,22047.349609375,22057.599609375,0
2025-03-04 13:50:00+05:30,22065.0,22066.400390625,22050.349609375,22053.30078125,0
2025-03-04 13:55:00+05:30,22069.150390625,22074.44921875,22058.099609375,22065.30078125,0
2025-03-04 14:00:00+05:30,22068.30078125,22081.5,22064.05078125,22069.55078125,0
2025-03-04 14:05:00+05:30,22088.099609375,22088.75,22064.849609375,22068.400390625,0
2025-03-04 14:10:00+05:30,22087.599609375,22105.05078125,22085.349609375,22088.400390625,0
2025-03-04 14:15:00+05:30,22091.349609375,22092.099609375,22075.19921875,22088.55078125,0
2025-03-04 14:20:00+05:30,22090.900390625,22100.349609375,22085.099609375,22091.650390625,0
2025-03-04 14:25:00+05:30,22085.400390625,22092.599609375,22080.099609375,22091.30078125,0
2025-03-04 14:30:00+05:30,22084.849609375,22087.80078125,22077.94921875,22085.349609375,0
2025-03-04 14:35:00+05:30,22093.0,22095.650390625,22081.849609375,22084.75,0
2025-03-04 14:40:00+05:30,22083.099609375,22096.150390625,22082.44921875,22092.75,0
2025-03-04 14:45:00+05:30,22081.599609375,22088.44921875,22075.5,22083.5,0
2025-03-04 14:50:00+05:30,22099.69921875,22104.650390625,22079.650390625,22081.849609375,0
2025-03-04 14:55:00+05:30,22098.599609375,22102.099609375,22092.80078125,22100.05078125,0
2025-03-04 15:00:00+05:30,22089.69921875,22098.55078125,22080.75,22097.650390625,0
2025-03-04 15:05:00+05:30,22089.900390625,22090.55078125,22078.349609375,22089.5,0
2025-03-04 15:10:00+05:30,22082.05078125,22095.5,22074.849609375,22089.599609375,0
2025-03-04 15:15:00+05:30,22087.94921875,22088.25,22079.849609375,22082.599609375,0
2025-03-04 15:20:00+05:30,22076.599609375,22090.94921875,22076.599609375,22087.75,0
2025-03-04 15:25:00+05:30,22080.30078125,22081.75,22064.69921875,22076.69921875,0
2025-03-05 09:15:00+05:30,22133.55078125,22149.0,22071.650390625,22071.650390625,0
2025-03-05 09:20:00+05:30,22176.5,22176.5,22122.150390625,22136.099609375,0
2025-03-05 09:25:00+05:30,22193.30078125,22197.80078125,22159.05078125,22176.349609375,0
2025-03-05 09:30:00+05:30,22208.94921875,22221.349609375,22185.0,22192.80078125,0
2025-03-05 09:35:00+05:30,22207.099609375,22219.599609375,22200.599609375,22209.599609375,0
2025-03-05 09:40:00+05:30,22237.599609375,22249.849609375,22204.900390625,22207.5,0
2025-03-05 09:45:00+05:30,22257.75,22263.150390625,22231.0,22237.599609375,0
2025-03-05 09:50:00+05:30,22251.0,22258.80078125,22240.349609375,22257.19921875,0
2025-03-05 09:55:00+05:30,22256.44921875,22263.849609375,22241.400390625,22251.44921875,0
2025-03-05 10:00:00+05:30,22234.900390625,22264.69921875,22233.599609375,22254.75,0
2025-03-05 10:05:00+05:30,22251.80078125,22251.80078125,22231.900390625,22234.099609375,0
2025-03-05 10:10:00+05:30,22239.0,22252.80078125,22227.19921875,22251.94921875,0
2025-03-05 10:15:00+05:30,22219.44921875,22241.19921875,22218.400390625,22238.69921875,0
2025-03-05 10:20:00+05:30,22236.599609375,22237.75,22211.099609375,22219.349609375,0
2025-03-05 10:25:00+05:30,22251.099609375,22251.400390625,22229.94921875,22236.80078125,0
2025-03-05 10:30:00+05:30,22267.599609375,22268.099609375,22244.849609375,22251.05078125,0
2025-03-05 10:35:00+05:30,22269.44921875,22280.55078125,22261.900390625,22267.400390625,0
2025-03-05 10:40:00+05:30,22282.69921875,22284.0,22269.150390625,22269.349609375,0
2025-03-05 10:45:00+05:30,22284.44921875,22286.30078125,22279.30078125,22283.150390625,0
2025-03-05 10:50:00+05:30,22284.19921875,22284.19921875,22266.599609375,22268.900390625,0
2025-03-05 10:55:00+05:30,22284.349609375,22288.0,22276.0,22283.69921875,0
2025-03-05 11:00:00+05:30,22286.94921875,22296.099609375,22282.599609375,22284.30078125,0
2025-03-05 11:05:00+05:30,22274.44921875,22287.44921875,22270.599609375,22286.94921875,0
2025-03-05 11:10:00+05:30,22282.349609375,22284.400390625,22274.099609375,22274.25,0
2025-03-05 11:15:00+05:30,22287.5,22293.400390625,22277.0,22282.650390625,0
2025-03-05 11:20:00+05:30,22286.25,22293.400390625,22285.099609375,22287.900390625,0
2025-03-05 11:25:00+05:30,22290.05078125,22290.900390625,22280.44921875,22286.349609375,0
2025-03-05 11:30:00+05:30,22301.349609375,22302.05078125,22290.19921875,22290.69921875,0
2025-03-05 11:35:00+05:30,22329.650390625,22329.650390625,22300.69921875,22301.099609375,0
2025-03-05 11:40:00+05:30,22337.099609375,22337.400390625,22320.44921875,22329.19921875,0
2025-03-05 11:45:00+05:30,22353.0,22353.400390625,22336.44921875,22336.75,0
2025-03-05 11:50:00+05:30,22360.650390625,22374.900390625,22353.25,22353.5,0
2025-03-05 11:55:00+05:30,22357.44921875,22364.400390625,22345.44921875,22361.05078125,0
2025-03-05 12:00:00+05:30,22355.349609375,22372.80078125,22353.75,22357.650390625,0
2025-03-05 12:05:00+05:30,22355.69921875,22359.94921875,22353.099609375,22354.650390625,0
2025-03-05 12:10:00+05:30,22362.099609375,22368.69921875,22352.599609375,22355.0,0
2025-03-05 12:15:00+05:30,22357.5,22369.30078125,22355.80078125,22361.900390625,0
2025-03-05 12:20:00+05:30,22353.19921875,22364.900390625,22347.69921875,22357.650390625,0
2025-03-05 12:25:00+05:30,22368.55078125,22371.05078125,22350.80078125,22353.5,0
2025-03-05 12:30:00+05:30,22385.849609375,22394.69921875,22368.650390625,22368.650390625,0
2025-03-05 12:35:00+05:30,22388.75,22389.349609375,22376.94921875,22385.55078125,0
2025-03-05 12:40:00+05:30,22372.30078125,22391.349609375,22370.099609375,22388.099609375,0
2025-03-05 12:45:00+05:30,22369.849609375,22376.05078125,22361.650390625,22373.05078125,0
2025-03-05 12:50:00+05:30,22368.75,22377.650390625,22364.25,22370.849609375,0
2025-03-05 12:55:00+05:30,22355.0,22373.849609375,22350.25,22369.099609375,0
2025-03-05 13:00:00+05:30,22353.05078125,22367.349609375,22350.05078125,22354.94921875,0
2025-03-05 13:05:00+05:30,22344.25,22358.349609375,22333.099609375,22353.30078125,0
2025-03-05 13:10:00+05:30,22348.80078125,22351.19921875,22336.05078125,22344.19921875,0
2025-03-05 13:15:00+05:30,22352.900390625,22359.80078125,22347.400390625,22348.400390625,0
2025-03-05 13:20:00+05:30,22355.099609375,22362.5,22344.0,22351.80078125,0
2025-03-05 13:25:00+05:30,22354.5,22363.05078125,22350.05078125,22354.80078125,0
2025-03-05 13:30:00+05:30,22341.099609375,22354.5,22330.400390625,22353.5,0
2025-03-05 13:35:00+05:30,22327.55078125,22345.599609375,22326.69921875,22341.19921875,0
2025-03-05 13:40:00+05:30,22313.80078125,22326.25,22301.75,22326.25,0
2025-03-05 13:45:00+05:30,22314.80078125,22324.55078125,22310.69921875,22313.849609375,0
2025-03-05 13:50:00+05:30,22325.650390625,22338.75,22313.599609375,22314.400390625,0
2025-03-05 13:55:00+05:30,22329.5,22336.25,22322.349609375,22324.900390625,0
2025-03-05 14:00:00+05:30,22320.25,22333.349609375,22312.849609375,22328.30078125,0
2025-03-05 14:05:00+05:30,22322.150390625,22327.849609375,22316.849609375,22319.69921875,0
2025-03-05 14:10:00+05:30,22326.80078125,22330.44921875,22318.349609375,22321.80078125,0
2025-03-05 14:15:00+05:30,22295.900390625,22326.69921875,22293.849609375,22326.69921875,0
2025-03-05 14:20:00+05:30,22305.349609375,22306.69921875,22292.30078125,22295.349609375,0
2025-03-05 14:25:00+05:30,22323.5,22324.75,22303.650390625,22305.55078125,0
2025-03-05 14:30:00+05:30,22313.599609375,22326.30078125,22309.349609375,22323.69921875,0
2025-03-05 14:35:00+05:30,22337.5,22339.44921875,22310.19921875,22314.0,0
2025-03-05 14:40:00+05:30,22337.900390625,22343.44921875,22332.5,22336.0,0
2025-03-05 14:45:00+05:30,22332.650390625,22346.44921875,22328.30078125,22337.599609375,0
2025-03-05 14:50:00+05:30,22353.150390625,22353.849609375,22329.099609375,22332.599609375,0
2025-03-05 14:55:00+05:30,22343.55078125,22350.599609375,22338.099609375,22349.75,0
2025-03-05 15:00:00+05:30,22332.80078125,22344.19921875,22329.650390625,22342.349609375,0
2025-03-05 15:05:00+05:30,22335.80078125,22337.80078125,22330.150390625,22332.349609375,0
2025-03-05 15:10:00+05:30,22335.0,22337.0,22324.599609375,22334.30078125,0
2025-03-05 15:15:00+05:30,22333.349609375,22341.099609375,22326.349609375,22335.150390625,0
2025-03-05 15:20:00+05:30,22332.19921875,22337.099609375,22329.30078125,22333.349609375,0
2025-03-05 15:25:00+05:30,22346.650390625,22351.25,22331.19921875,22333.05078125,0
2025-03-06 09:15:00+05:30,22432.75,22465.849609375,22431.849609375,22459.44921875,0
2025-03-06 09:20:00+05:30,22366.44921875,22446.44921875,22358.150390625,22433.099609375,0
2025-03-06 09:25:00+05:30,22362.25,22381.400390625,22353.349609375,22367.19921875,0
2025-03-06 09:30:00+05:30,22309.55078125,22372.0,22302.099609375,22364.099609375,0
2025-03-06 09:35:00+05:30,22310.599609375,22330.349609375,22298.25,22310.900390625,0
2025-03-06 09:40:00+05:30,22315.150390625,22335.0,22302.75,22310.75,0
2025-03-06 09:45:00+05:30,22253.25,22329.5,22246.80078125,22315.25,0
2025-03-06 09:50:00+05:30,22302.69921875,22303.25,22246.69921875,22252.69921875,0
2025-03-06 09:55:00+05:30,22314.400390625,22326.30078125,22290.55078125,22303.44921875,0
2025-03-06 10:00:00+05:30,22321.849609375,22327.05078125,22305.099609375,22313.55078125,0
2025-03-06 10:05:00+05:30,22332.05078125,22364.80078125,22309.349609375,22322.25,0
2025-03-06 10:10:00+05:30,22331.599609375,22337.5,22314.05078125,22331.5,0
2025-03-06 10:15:00+05:30,22361.75,22366.349609375,22328.94921875,22330.900390625,0
2025-03-06 10:20:00+05:30,22333.80078125,22366.25,22326.69921875,22361.19921875,0
2025-03-06 10:25:00+05:30,22358.650390625,22362.30078125,22322.94921875,22333.75,0
2025-03-06 10:30:00+05:30,22357.80078125,22377.80078125,22338.900390625,22358.650390625,0
2025-03-06 10:35:00+05:30,22363.94921875,22368.69921875,22351.44921875,22357.150390625,0
2025-03-06 10:40:00+05:30,22366.5,22374.849609375,22355.849609375,22364.150390625,0
2025-03-06 10:45:00+05:30,22361.94921875,22368.94921875,22354.05078125,22366.349609375,0
2025-03-06 10:50:00+05:30,22366.94921875,22378.5,22355.75,22360.900390625,0
2025-03-06 10:55:00+05:30,22366.30078125,22375.30078125,22361.400390625,22367.80078125,0
2025-03-06 11:00:00+05:30,22387.099609375,22387.400390625,22355.55078125,22364.849609375,0
2025-03-06 11:05:00+05:30,22413.099609375,22455.55078125,22386.349609375,22386.349609375,0
2025-03-06 11:10:00+05:30,22436.25,22438.69921875,22413.80078125,22413.80078125,0
2025-03-06 11:15:00+05:30,22423.5,22438.80078125,22416.099609375,22436.150390625,0
2025-03-06 11:20:00+05:30,22363.599609375,22423.80078125,22362.099609375,22423.44921875,0
2025-03-06 11:25:00+05:30,22340.19921875,22379.80078125,22321.5,22364.150390625,0
2025-03-06 11:30:00+05:30,22352.599609375,22355.44921875,22319.94921875,22338.849609375,0
2025-03-06 11:35:00+05:30,22368.099609375,22371.849609375,22352.80078125,22353.05078125,0
2025-03-06 11:40:00+05:30,22374.55078125,22377.94921875,22355.25,22366.94921875,0
2025-03-06 11:45:00+05:30,22389.75,22397.099609375,22374.19921875,22374.30078125,0
2025-03-06 11:50:00+05:30,22405.650390625,22416.75,22389.25,22390.099609375,0
2025-03-06 11:55:00+05:30,22399.650390625,22409.94921875,22388.150390625,22406.69921875,0
2025-03-06 12:00:00+05:30,22419.30078125,22425.599609375,22399.19921875,22399.25,0
2025-03-06 12:05:00+05:30,22404.19921875,22427.0,22402.0,22418.80078125,0
2025-03-06 12:10:00+05:30,22412.44921875,22413.099609375,22398.400390625,22403.55078125,0
2025-03-06 12:15:00+05:30,22414.75,22425.25,22408.099609375,22411.599609375,0
2025-03-06 12:20:00+05:30,22428.0,22437.75,22412.25,22414.900390625,0
2025-03-06 12:25:00+05:30,22428.5,22436.55078125,22424.94921875,22428.44921875,0
2025-03-06 12:30:00+05:30,22425.650390625,22447.80078125,22420.05078125,22429.0,0
2025-03-06 12:35:00+05:30,22443.30078125,22443.30078125,22424.5,22426.25,0
2025-03-06 12:40:00+05:30,22447.19921875,22462.19921875,22442.05078125,22443.75,0
2025-03-06 12:45:00+05:30,22451.5,22452.400390625,22430.650390625,22447.5,0
2025-03-06 12:50:00+05:30,22468.80078125,22485.900390625,22447.69921875,22452.19921875,0
2025-03-06 12:55:00+05:30,22452.80078125,22472.099609375,22447.650390625,22469.75,0
2025-03-06 13:00:00+05:30,22463.80078125,22464.44921875,22446.44921875,22451.94921875,0
2025-03-06 13:05:00+05:30,22476.80078125,22477.30078125,22457.5,22464.400390625,0
2025-03-06 13:10:00+05:30,22466.150390625,22478.650390625,22463.099609375,22478.400390625,0
2025-03-06 13:15:00+05:30,22471.19921875,22473.599609375,22456.55078125,22466.849609375,0
2025-03-06 13:20:00+05:30,22476.30078125,22481.55078125,22451.55078125,22471.69921875,0
2025-03-06 13:25:00+05:30,22467.25,22478.400390625,22464.30078125,22478.400390625,0
2025-03-06 13:30:00+05:30,22480.849609375,22480.849609375,22460.900390625,22467.900390625,0
2025-03-06 13:35:00+05:30,22482.900390625,22490.900390625,22472.849609375,22482.25,0
2025-03-06 13:40:00+05:30,22484.599609375,22492.69921875,22476.55078125,22484.5,0
2025-03-06 13:45:00+05:30,22505.150390625,22505.150390625,22484.400390625,22485.19921875,0
2025-03-06 13:50:00+05:30,22507.650390625,22519.05078125,22495.69921875,22506.0,0
2025-03-06 13:55:00+05:30,22509.55078125,22515.650390625,22495.75,22507.400390625,0
2025-03-06 14:00:00+05:30,22515.900390625,22524.5,22505.75,22510.94921875,0
2025-03-06 14:05:00+05:30,22515.5,22519.80078125,22506.400390625,22515.80078125,0
2025-03-06 14:10:00+05:30,22509.19921875,22528.400390625,22504.150390625,22515.400390625,0
2025-03-06 14:15:00+05:30,22506.69921875,22516.349609375,22502.099609375,22508.69921875,0
2025-03-06 14:20:00+05:30,22506.19921875,22514.19921875,22501.0,22506.19921875,0
2025-03-06 14:25:00+05:30,22494.849609375,22515.900390625,22493.69921875,22504.599609375,0
2025-03-06 14:30:00+05:30,22520.150390625,22523.599609375,22491.150390625,22494.650390625,0
2025-03-06 14:35:00+05:30,22523.94921875,22525.0,22516.44921875,22521.150390625,0
2025-03-06 14:40:00+05:30,22539.0,22543.05078125,22517.80078125,22523.849609375,0
2025-03-06 14:45:00+05:30,22537.05078125,22550.05078125,22533.099609375,22537.75,0
2025-03-06 14:50:00+05:30,22525.900390625,22545.30078125,22524.099609375,22537.94921875,0
2025-03-06 14:55:00+05:30,22546.05078125,22554.849609375,22524.900390625,22525.30078125,0
2025-03-06 15:00:00+05:30,22550.599609375,22555.80078125,22533.650390625,22546.44921875,0
2025-03-06 15:05:00+05:30,22543.0,22553.30078125,22539.44921875,22550.69921875,0
2025-03-06 15:10:00+05:30,22547.849609375,22550.94921875,22531.75,22543.19921875,0
2025-03-06 15:15:00+05:30,22545.599609375,22553.349609375,22542.44921875,22548.150390625,0
2025-03-06 15:20:00+05:30,22543.400390625,22549.94921875,22537.25,22544.80078125,0
2025-03-06 15:25:00+05:30,22529.19921875,22545.349609375,22520.599609375,22544.349609375,0
2025-03-07 09:15:00+05:30,22560.55078125,22572.30078125,22467.099609375,22509.05078125,0
2025-03-07 09:20:00+05:30,22515.849609375,22560.349609375,22502.400390625,22560.349609375,0
2025-03-07 09:25:00+05:30,22511.400390625,22526.30078125,22496.150390625,22515.44921875,0
2025-03-07 09:30:00+05:30,22562.599609375,22562.599609375,22509.099609375,22511.599609375,0
2025-03-07 09:35:00+05:30,22485.099609375,22563.75,22485.099609375,22563.75,0
2025-03-07 09:40:00+05:30,22497.30078125,22512.5,22478.349609375,22485.5,0
2025-03-07 09:45:00+05:30,22503.94921875,22503.94921875,22470.80078125,22497.099609375,0
